FYA | Shares | FORTUNE ASIA GROUP LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.531567 | 2018-12-24 04:05:47.531567
FRN | Shares | FRASER RANGE METALS GROUP LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.531580 | 2018-12-24 04:05:47.531580
FNP | Shares | FREEDOM FOODS GROUP LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.531593 | 2018-12-24 04:05:47.531593
FIG | Shares | FREEDOM INSURANCE GROUP LTD | Insurance | AUD | None | None | 2018-12-24 04:05:47.531606 | 2018-12-24 04:05:47.531606
FDM | Shares | FREEDOM OIL AND GAS LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.531619 | 2018-12-24 04:05:47.531619
FHS | Shares | FREEHILL MINING LIMITED. | Materials | AUD | None | None | 2018-12-24 04:05:47.531635 | 2018-12-24 04:05:47.531635
FLN | Shares | FREELANCER LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.531649 | 2018-12-24 04:05:47.531649
FPL | Shares | FREMONT PETROLEUM CORPORATION LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.531662 | 2018-12-24 04:05:47.531662
FCG | Shares | FRONTIER CAPITAL GROUP LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.531675 | 2018-12-24 04:05:47.531675
FDX | Shares | FRONTIER DIAMONDS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.531688 | 2018-12-24 04:05:47.531688
FDV | Shares | FRONTIER DIGITAL VENTURES LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.531701 | 2018-12-24 04:05:47.531701
FNT | Shares | FRONTIER RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531714 | 2018-12-24 04:05:47.531714
FSA | Shares | FSA GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.531727 | 2018-12-24 04:05:47.531727
FUN | Shares | FUNTASTIC LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.531740 | 2018-12-24 04:05:47.531740
FGG | Shares | FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.531756 | 2018-12-24 04:05:47.531756
FGX | Shares | FUTURE GENERATION INVESTMENT COMPANY LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.531770 | 2018-12-24 04:05:47.531770
FYI | Shares | FYI RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531783 | 2018-12-24 04:05:47.531783
GMV | Shares | G MEDICAL INNOVATIONS HOLDINGS LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.531796 | 2018-12-24 04:05:47.531796
GUD | Shares | G.U.D. HOLDINGS LIMITED | Automobiles & Components | AUD | None | None | 2018-12-24 04:05:47.531810 | 2018-12-24 04:05:47.531810
GEM | Shares | G8 EDUCATION LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.531823 | 2018-12-24 04:05:47.531823
GRB | Shares | GAGE ROADS BREWING CO LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.531836 | 2018-12-24 04:05:47.531836
GLN | Shares | GALAN LITHIUM LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531849 | 2018-12-24 04:05:47.531849
GXY | Shares | GALAXY RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531862 | 2018-12-24 04:05:47.531862
GAP | Shares | GALE PACIFIC LIMITED | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.531875 | 2018-12-24 04:05:47.531875
G1A | Shares | GALENA MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531888 | 2018-12-24 04:05:47.531888
GLL | Shares | GALILEE ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.531900 | 2018-12-24 04:05:47.531900
GAL | Shares | GALILEO MINING LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.531913 | 2018-12-24 04:05:47.531913
GCM | Shares | GARDA CAPITAL GROUP | Not Applic | AUD | None | None | 2018-12-24 04:05:47.531926 | 2018-12-24 04:05:47.531926
GDF | Shares | GARDA DIVERSIFIED PROPERTY FUND | Real Estate | AUD | None | None | 2018-12-24 04:05:47.531943 | 2018-12-24 04:05:47.531943
GGX | Shares | GAS2GRID LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.531956 | 2018-12-24 04:05:47.531956
GCY | Shares | GASCOYNE RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531969 | 2018-12-24 04:05:47.531969
GML | Shares | GATEWAY MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.531982 | 2018-12-24 04:05:47.531982
GZL | Shares | GAZAL CORPORATION LIMITED | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.531995 | 2018-12-24 04:05:47.531995
GBM | Shares | GBM GOLD LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532008 | 2018-12-24 04:05:47.532008
GBZ | Shares | GBM RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532020 | 2018-12-24 04:05:47.532020
GBT | Shares | GBST HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.532036 | 2018-12-24 04:05:47.532036
GDI | Shares | GDI PROPERTY GROUP | Real Estate | AUD | None | None | 2018-12-24 04:05:47.532049 | 2018-12-24 04:05:47.532049
GBI | Shares | GENERA BIOSYSTEMS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.532063 | 2018-12-24 04:05:47.532063
GDG | Shares | GENERATION DEVELOPMENT GROUP LIMITED | Insurance | AUD | None | None | 2018-12-24 04:05:47.532076 | 2018-12-24 04:05:47.532076
GNE | Shares | GENESIS ENERGY LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.532089 | 2018-12-24 04:05:47.532089
GMD | Shares | GENESIS MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532102 | 2018-12-24 04:05:47.532102
GES | Shares | GENESIS RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532115 | 2018-12-24 04:05:47.532115
GSS | Shares | GENETIC SIGNATURES LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.532129 | 2018-12-24 04:05:47.532129
GTG | Shares | GENETIC TECHNOLOGIES LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.532143 | 2018-12-24 04:05:47.532143
GNX | Shares | GENEX POWER LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.532155 | 2018-12-24 04:05:47.532155
GTK | Shares | GENTRACK GROUP LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.532171 | 2018-12-24 04:05:47.532171
GMA | Shares | GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED | Banks | AUD | None | None | 2018-12-24 04:05:47.532185 | 2018-12-24 04:05:47.532185
GEO | Shares | GEOOP LIMITED | Class Pend | AUD | None | None | 2018-12-24 04:05:47.532201 | 2018-12-24 04:05:47.532201
GPR | Shares | GEOPACIFIC RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532214 | 2018-12-24 04:05:47.532214
GSW | Shares | GETSWIFT LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.532227 | 2018-12-24 04:05:47.532227
GID | Shares | GI DYNAMICS, INC | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.532240 | 2018-12-24 04:05:47.532240
GIB | Shares | GIBB RIVER DIAMONDS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532253 | 2018-12-24 04:05:47.532253
GBG | Shares | GINDALBIE METALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532276 | 2018-12-24 04:05:47.532276
GLA | Shares | GLADIATOR RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532291 | 2018-12-24 04:05:47.532291
GC1 | Shares | GLENNON SMALL COMPANIES LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.532310 | 2018-12-24 04:05:47.532310
GLE | Shares | GLG CORP LTD | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.532330 | 2018-12-24 04:05:47.532330
GEV | Shares | GLOBAL ENERGY VENTURES LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532349 | 2018-12-24 04:05:47.532349
GFI | Shares | GLOBAL FORTUNE INVESTMENT LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532367 | 2018-12-24 04:05:47.532367
GLH | Shares | GLOBAL HEALTH LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.532386 | 2018-12-24 04:05:47.532386
GFL | Shares | GLOBAL MASTERS FUND LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.532405 | 2018-12-24 04:05:47.532405
GBP | Shares | GLOBAL PETROLEUM LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532424 | 2018-12-24 04:05:47.532424
GVF | Shares | GLOBAL VALUE FUND LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.532442 | 2018-12-24 04:05:47.532442
GLV | Shares | GLOBAL VANADIUM LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532461 | 2018-12-24 04:05:47.532461
GLB | Shares | GLOBE INTERNATIONAL LIMITED | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.532479 | 2018-12-24 04:05:47.532479
GBE | Shares | GLOBE METALS & MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532497 | 2018-12-24 04:05:47.532497
GME | Shares | GME RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532514 | 2018-12-24 04:05:47.532514
GOE | Shares | GO ENERGY GROUP LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.532531 | 2018-12-24 04:05:47.532531
GCN | Shares | GOCONNECT LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.532550 | 2018-12-24 04:05:47.532550
GMN | Shares | GOLD MOUNTAIN LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532568 | 2018-12-24 04:05:47.532568
GOR | Shares | GOLD ROAD RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532586 | 2018-12-24 04:05:47.532586
GCR | Shares | GOLDEN CROSS RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532604 | 2018-12-24 04:05:47.532604
GED | Shares | GOLDEN DEEPS LIMITED. | Materials | AUD | None | None | 2018-12-24 04:05:47.532622 | 2018-12-24 04:05:47.532622
G88 | Shares | GOLDEN MILE RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532640 | 2018-12-24 04:05:47.532640
GMR | Shares | GOLDEN RIM RESOURCES LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.532659 | 2018-12-24 04:05:47.532659
GSM | Shares | GOLDEN STATE MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532676 | 2018-12-24 04:05:47.532676
GMY | Shares | GOLDFIELDS MONEY LIMITED | Banks | AUD | None | None | 2018-12-24 04:05:47.532694 | 2018-12-24 04:05:47.532694
GMG | Shares | GOODMAN GROUP | Real Estate | AUD | None | None | 2018-12-24 04:05:47.532711 | 2018-12-24 04:05:47.532711
GOO | Shares | GOOROO VENTURES LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.532726 | 2018-12-24 04:05:47.532726
GOW | Shares | GOWING BROS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.532744 | 2018-12-24 04:05:47.532744
GPS | Shares | GPS ALLIANCE HOLDINGS LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.532758 | 2018-12-24 04:05:47.532758
GPT | Shares | GPT GROUP | Real Estate | AUD | None | None | 2018-12-24 04:05:47.532779 | 2018-12-24 04:05:47.532779
GNG | Shares | GR ENGINEERING SERVICES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532793 | 2018-12-24 04:05:47.532793
GNC | Shares | GRAINCORP LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.532807 | 2018-12-24 04:05:47.532807
GGE | Shares | GRAND GULF ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532820 | 2018-12-24 04:05:47.532820
GBA | Shares | GRANDBRIDGE LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.532834 | 2018-12-24 04:05:47.532834
GRR | Shares | GRANGE RESOURCES LIMITED. | Materials | AUD | None | None | 2018-12-24 04:05:47.532848 | 2018-12-24 04:05:47.532848
GPX | Shares | GRAPHEX MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532862 | 2018-12-24 04:05:47.532862
GBR | Shares | GREAT BOULDER RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532876 | 2018-12-24 04:05:47.532876
GSN | Shares | GREAT SOUTHERN MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532893 | 2018-12-24 04:05:47.532893
GTE | Shares | GREAT WESTERN EXPLORATION LIMITED. | Materials | AUD | None | None | 2018-12-24 04:05:47.532907 | 2018-12-24 04:05:47.532907
GSL | Shares | GREATCELL SOLAR LIMITED | Semiconductors & Semiconductor Equipment | AUD | None | None | 2018-12-24 04:05:47.532922 | 2018-12-24 04:05:47.532922
GXL | Shares | GREENCROSS LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.532936 | 2018-12-24 04:05:47.532936
GGG | Shares | GREENLAND MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.532949 | 2018-12-24 04:05:47.532949
GPP | Shares | GREENPOWER ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532963 | 2018-12-24 04:05:47.532963
GRV | Shares | GREENVALE ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.532977 | 2018-12-24 04:05:47.532977
GOZ | Shares | GROWTHPOINT PROPERTIES AUSTRALIA | Real Estate | AUD | None | None | 2018-12-24 04:05:47.532991 | 2018-12-24 04:05:47.532991
GCI | Shares | GRYPHON CAPITAL INCOME TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533004 | 2018-12-24 04:05:47.533004
GTR | Shares | GTI RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533018 | 2018-12-24 04:05:47.533018
GTN | Shares | GTN LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533032 | 2018-12-24 04:05:47.533032
GMC | Shares | GULF MANGANESE CORPORATION LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533049 | 2018-12-24 04:05:47.533049
GUL | Shares | GULLEWA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533063 | 2018-12-24 04:05:47.533063
GWA | Shares | GWA GROUP LIMITED. | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.533076 | 2018-12-24 04:05:47.533076
GWR | Shares | GWR GROUP LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533090 | 2018-12-24 04:05:47.533090
HMX | Shares | HAMMER METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533103 | 2018-12-24 04:05:47.533103
HHM | Shares | HAMPTON HILL MINING NL | Materials | AUD | None | None | 2018-12-24 04:05:47.533117 | 2018-12-24 04:05:47.533117
HNR | Shares | HANNANS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.533130 | 2018-12-24 04:05:47.533130
HSN | Shares | HANSEN TECHNOLOGIES LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.533144 | 2018-12-24 04:05:47.533144
HAR | Shares | HARANGA RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533158 | 2018-12-24 04:05:47.533158
HDY | Shares | HARDEY RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533172 | 2018-12-24 04:05:47.533172
HT8 | Shares | HARRIS TECHNOLOGY GROUP LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.533186 | 2018-12-24 04:05:47.533186
HVN | Shares | HARVEY NORMAN HOLDINGS LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.533202 | 2018-12-24 04:05:47.533202
HAS | Shares | HASTINGS TECHNOLOGY METALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.533216 | 2018-12-24 04:05:47.533216
HAV | Shares | HAVILAH RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533230 | 2018-12-24 04:05:47.533230
HOG | Shares | HAWKLEY OIL AND GAS LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.533247 | 2018-12-24 04:05:47.533247
HWK | Shares | HAWKSTONE MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533260 | 2018-12-24 04:05:47.533260
HAW | Shares | HAWTHORN RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533274 | 2018-12-24 04:05:47.533274
HZR | Shares | HAZER GROUP LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533288 | 2018-12-24 04:05:47.533288
HLS | Shares | HEALIUS LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.533302 | 2018-12-24 04:05:47.533302
HLA | Shares | HEALTHIA LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.533316 | 2018-12-24 04:05:47.533316
HSO | Shares | HEALTHSCOPE LIMITED. | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.533330 | 2018-12-24 04:05:47.533330
HMO | Shares | HEARMEOUT LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.533344 | 2018-12-24 04:05:47.533344
HGH | Shares | HEARTLAND GROUP HOLDINGS LIMITED | Banks | AUD | None | None | 2018-12-24 04:05:47.533358 | 2018-12-24 04:05:47.533358
HM1 | Shares | HEARTS AND MINDS INVESTMENTS LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533380 | 2018-12-24 04:05:47.533380
HE8 | Shares | HELIOS ENERGY LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.533393 | 2018-12-24 04:05:47.533393
HLX | Shares | HELIX RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533406 | 2018-12-24 04:05:47.533406
HLO | Shares | HELLOWORLD TRAVEL LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.533419 | 2018-12-24 04:05:47.533419
HML | Shares | HENRY MORGAN LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533432 | 2018-12-24 04:05:47.533432
HMD | Shares | HERAMED LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.533445 | 2018-12-24 04:05:47.533445
HRR | Shares | HERON RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533458 | 2018-12-24 04:05:47.533458
HXG | Shares | HEXAGON RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533474 | 2018-12-24 04:05:47.533474
HNG | Shares | HGL LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.533487 | 2018-12-24 04:05:47.533487
HHY | Shares | HHY FUND | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533502 | 2018-12-24 04:05:47.533502
HGM | Shares | HIGH GRADE METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533515 | 2018-12-24 04:05:47.533515
HPR | Shares | HIGH PEAK ROYALTIES LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.533528 | 2018-12-24 04:05:47.533528
HFR | Shares | HIGHFIELD RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533541 | 2018-12-24 04:05:47.533541
HIG | Shares | HIGHLANDS PACIFIC LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533554 | 2018-12-24 04:05:47.533554
HGO | Shares | HILLGROVE RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533567 | 2018-12-24 04:05:47.533567
HIL | Shares | HILLS LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.533580 | 2018-12-24 04:05:47.533580
HIP | Shares | HIPO RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533593 | 2018-12-24 04:05:47.533593
HIT | Shares | HITECH GROUP AUSTRALIA LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.533607 | 2018-12-24 04:05:47.533607
HCT | Shares | HOLISTA COLLTECH LIMITED | Household & Personal Products | AUD | None | None | 2018-12-24 04:05:47.533620 | 2018-12-24 04:05:47.533620
HSC | Shares | HOMESTAY CARE LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.533633 | 2018-12-24 04:05:47.533633
HRN | Shares | HORIZON GOLD LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533645 | 2018-12-24 04:05:47.533645
HZN | Shares | HORIZON OIL LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.533658 | 2018-12-24 04:05:47.533658
HOR | Shares | HORSESHOE METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533671 | 2018-12-24 04:05:47.533671
HCH | Shares | HOT CHILI LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533684 | 2018-12-24 04:05:47.533684
HOT | Shares | HOTCOPPER HOLDINGS LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533711 | 2018-12-24 04:05:47.533711
HPI | Shares | HOTEL PROPERTY INVESTMENTS | Real Estate | AUD | None | None | 2018-12-24 04:05:47.533724 | 2018-12-24 04:05:47.533724
HRL | Shares | HRL HOLDINGS LTD | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.533738 | 2018-12-24 04:05:47.533738
HT1 | Shares | HT&E LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533750 | 2018-12-24 04:05:47.533750
HUB | Shares | HUB24 LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.533763 | 2018-12-24 04:05:47.533763
HGL | Shares | HUDSON INVESTMENT GROUP LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.533776 | 2018-12-24 04:05:47.533776
HDX | Shares | HUGHES DRILLING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533789 | 2018-12-24 04:05:47.533789
HUO | Shares | HUON AQUACULTURE GROUP LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.533803 | 2018-12-24 04:05:47.533803
HTA | Shares | HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED | Communication Services | AUD | None | None | 2018-12-24 04:05:47.533817 | 2018-12-24 04:05:47.533817
HYD | Shares | HYDRIX LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.533830 | 2018-12-24 04:05:47.533830
HCO | Shares | HYLEA METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.533843 | 2018-12-24 04:05:47.533843
HCS | Shares | HYUNDAI CAPITAL SERVICES, INC. | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533856 | 2018-12-24 04:05:47.533856
IS3 | Shares | I SYNERGY GROUP LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533870 | 2018-12-24 04:05:47.533870
IAN | Shares | IAG FINANCE (NEW ZEALAND) LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.533883 | 2018-12-24 04:05:47.533883
IB8 | Shares | IBOSSES CORPORATION LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.533896 | 2018-12-24 04:05:47.533896
IBN | Shares | IBUYNEW GROUP LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.533912 | 2018-12-24 04:05:47.533912
ICI | Shares | ICANDY INTERACTIVE LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533925 | 2018-12-24 04:05:47.533925
ICQ | Shares | ICAR ASIA LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.533938 | 2018-12-24 04:05:47.533938
ICT | Shares | ICOLLEGE LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.533951 | 2018-12-24 04:05:47.533951
ICN | Shares | ICON ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.533966 | 2018-12-24 04:05:47.533966
ICS | Shares | ICSGLOBAL LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.533980 | 2018-12-24 04:05:47.533980
ID8 | Shares | IDENTITII LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.533993 | 2018-12-24 04:05:47.533993
IDF | Shares | IDOL 2010-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.534006 | 2018-12-24 04:05:47.534006
IDH | Shares | IDOL 2011-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.534018 | 2018-12-24 04:05:47.534018
IDJ | Shares | IDOL 2011-2 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.534031 | 2018-12-24 04:05:47.534031
IEL | Shares | IDP EDUCATION LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.534044 | 2018-12-24 04:05:47.534044
IDT | Shares | IDT AUSTRALIA LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.534058 | 2018-12-24 04:05:47.534058
IGN | Shares | IGNITE LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.534071 | 2018-12-24 04:05:47.534071
IKE | Shares | IKEGPS GROUP LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.534084 | 2018-12-24 04:05:47.534084
IKW | Shares | IKWEZI MINING LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.534097 | 2018-12-24 04:05:47.534097
ILU | Shares | ILUKA RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.534110 | 2018-12-24 04:05:47.534110
IMA | Shares | IMAGE RESOURCES NL | Materials | AUD | None | None | 2018-12-24 04:05:47.534123 | 2018-12-24 04:05:47.534123
IBX | Shares | IMAGION BIOSYSTEMS LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.534142 | 2018-12-24 04:05:47.534142
IMD | Shares | IMDEX LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.534155 | 2018-12-24 04:05:47.534155
IME | Shares | IMEXHS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.534168 | 2018-12-24 04:05:47.534168
IMF | Shares | IMF BENTHAM LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.534181 | 2018-12-24 04:05:47.534181
IMC | Shares | IMMURON LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.534194 | 2018-12-24 04:05:47.534194
IMM | Shares | IMMUTEP LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.534208 | 2018-12-24 04:05:47.534208
IPT | Shares | IMPACT MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.534221 | 2018-12-24 04:05:47.534221
IPD | Shares | IMPEDIMED LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.534234 | 2018-12-24 04:05:47.534234
