ORE | Shares | OROCOBRE LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541239 | 2018-12-24 04:05:47.541239
ORA | Shares | ORORA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541251 | 2018-12-24 04:05:47.541251
OCC | Shares | ORTHOCELL LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.541264 | 2018-12-24 04:05:47.541264
OSP | Shares | OSPREY MEDICAL INC | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.541277 | 2018-12-24 04:05:47.541277
OLV | Shares | OTHERLEVELS HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.541290 | 2018-12-24 04:05:47.541290
OEL | Shares | OTTO ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.541302 | 2018-12-24 04:05:47.541302
OVN | Shares | OVENTUS MEDICAL LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.541315 | 2018-12-24 04:05:47.541315
OTW | Shares | OVER THE WIRE HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.541328 | 2018-12-24 04:05:47.541328
OZL | Shares | OZ MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541341 | 2018-12-24 04:05:47.541341
OZG | Shares | OZGROWTH LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541353 | 2018-12-24 04:05:47.541353
P2P | Shares | P2P TRANSPORT LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541366 | 2018-12-24 04:05:47.541366
PAK | Shares | PACIFIC AMERICAN COAL LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541378 | 2018-12-24 04:05:47.541378
PBX | Shares | PACIFIC BAUXITE LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541393 | 2018-12-24 04:05:47.541393
PAC | Shares | PACIFIC CURRENT GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.541406 | 2018-12-24 04:05:47.541406
PDF | Shares | PACIFIC DAIRIES LIMITED | Food, Beverage & Tobacco | AUD | None | None | 2018-12-24 04:05:47.541419 | 2018-12-24 04:05:47.541419
PEA | Shares | PACIFIC ENERGY LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.541432 | 2018-12-24 04:05:47.541432
PSQ | Shares | PACIFIC SMILES GROUP LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.541445 | 2018-12-24 04:05:47.541445
PNW | Shares | PACIFIC STAR NETWORK LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.541458 | 2018-12-24 04:05:47.541458
PMY | Shares | PACIFICO MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541470 | 2018-12-24 04:05:47.541470
PGH | Shares | PACT GROUP HOLDINGS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.541483 | 2018-12-24 04:05:47.541483
PCK | Shares | PAINCHEK LTD | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.541495 | 2018-12-24 04:05:47.541495
PDN | Shares | PALADIN ENERGY LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.541508 | 2018-12-24 04:05:47.541508
PZC | Shares | PAN ASIA CORPORATION LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.541520 | 2018-12-24 04:05:47.541520
PCL | Shares | PANCONTINENTAL OIL & GAS NL | Energy | AUD | None | None | 2018-12-24 04:05:47.541533 | 2018-12-24 04:05:47.541533
PAN | Shares | PANORAMIC RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541546 | 2018-12-24 04:05:47.541546
PGI | Shares | PANTERRA GOLD LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541558 | 2018-12-24 04:05:47.541558
PNR | Shares | PANTORO LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541570 | 2018-12-24 04:05:47.541570
PPY | Shares | PAPYRUS AUSTRALIA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541583 | 2018-12-24 04:05:47.541583
PAR | Shares | PARADIGM BIOPHARMACEUTICALS LIMITED.. | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.541597 | 2018-12-24 04:05:47.541597
PGC | Shares | PARAGON CARE LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.541610 | 2018-12-24 04:05:47.541610
PRZ | Shares | PARAZERO LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.541622 | 2018-12-24 04:05:47.541622
PNL | Shares | PARINGA RESOURCES LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.541635 | 2018-12-24 04:05:47.541635
PKD | Shares | PARKD LTD | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.541648 | 2018-12-24 04:05:47.541648
PWN | Shares | PARKWAY MINERALS NL | Materials | AUD | None | None | 2018-12-24 04:05:47.541660 | 2018-12-24 04:05:47.541660
PAB | Shares | PATRYS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.541673 | 2018-12-24 04:05:47.541673
PYG | Shares | PAYGROUP LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.541686 | 2018-12-24 04:05:47.541686
PEK | Shares | PEAK RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541698 | 2018-12-24 04:05:47.541698
PKO | Shares | PEAKO LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.541710 | 2018-12-24 04:05:47.541710
PG1 | Shares | PEARL GLOBAL LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.541723 | 2018-12-24 04:05:47.541723
PEX | Shares | PEEL MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541736 | 2018-12-24 04:05:47.541736
PPC | Shares | PEET LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.541751 | 2018-12-24 04:05:47.541751
PEL | Shares | PELICAN RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541764 | 2018-12-24 04:05:47.541764
PDL | Shares | PENDAL GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.541776 | 2018-12-24 04:05:47.541776
PCG | Shares | PENGANA CAPITAL GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.541789 | 2018-12-24 04:05:47.541789
PIA | Shares | PENGANA INTERNATIONAL EQUITIES LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.541803 | 2018-12-24 04:05:47.541803
PEN | Shares | PENINSULA ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.541817 | 2018-12-24 04:05:47.541817
PSM | Shares | PENINSULA MINES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541830 | 2018-12-24 04:05:47.541830
PM8 | Shares | PENSANA METALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.541842 | 2018-12-24 04:05:47.541842
PTL | Shares | PENTAL LIMITED | Household & Personal Products | AUD | None | None | 2018-12-24 04:05:47.541855 | 2018-12-24 04:05:47.541855
PPE | Shares | PEOPLE INFRASTRUCTURE LTD | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.541868 | 2018-12-24 04:05:47.541868
PNN | Shares | PEPINNINI LITHIUM LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541881 | 2018-12-24 04:05:47.541881
PEP | Shares | PEPPER I-PRIME 2017-3 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541893 | 2018-12-24 04:05:47.541893
PER | Shares | PEPPER RESIDENTIAL SECURITIES TRUST NO. 20 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541906 | 2018-12-24 04:05:47.541906
PES | Shares | PEPPER RESIDENTIAL SECURITIES TRUST NO. 21 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541919 | 2018-12-24 04:05:47.541919
PIL | Shares | PEPPERMINT INNOVATION LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.541932 | 2018-12-24 04:05:47.541932
PIC | Shares | PERPETUAL EQUITY INVESTMENT COMPANY LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.541945 | 2018-12-24 04:05:47.541945
PPT | Shares | PERPETUAL LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.541958 | 2018-12-24 04:05:47.541958
PEC | Shares | PERPETUAL RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541970 | 2018-12-24 04:05:47.541970
PRU | Shares | PERSEUS MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.541985 | 2018-12-24 04:05:47.541985
PTR | Shares | PETRATHERM LTD | Utilities | AUD | None | None | 2018-12-24 04:05:47.541998 | 2018-12-24 04:05:47.541998
PRL | Shares | PETREL ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.542010 | 2018-12-24 04:05:47.542010
PSA | Shares | PETSEC ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.542023 | 2018-12-24 04:05:47.542023
PAA | Shares | PHARMAUST LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542036 | 2018-12-24 04:05:47.542036
PXS | Shares | PHARMAXIS LTD | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542049 | 2018-12-24 04:05:47.542049
PHI | Shares | PHILEO AUSTRALIA LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.542062 | 2018-12-24 04:05:47.542062
PET | Shares | PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.542075 | 2018-12-24 04:05:47.542075
POH | Shares | PHOSPHAGENICS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542088 | 2018-12-24 04:05:47.542088
PYC | Shares | PHYLOGICA LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542101 | 2018-12-24 04:05:47.542101
PLL | Shares | PIEDMONT LITHIUM LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.542114 | 2018-12-24 04:05:47.542114
PLS | Shares | PILBARA MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542126 | 2018-12-24 04:05:47.542126
PGY | Shares | PILOT ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.542139 | 2018-12-24 04:05:47.542139
PIN | Shares | PINCHME.COM INC. | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.542152 | 2018-12-24 04:05:47.542152
PNI | Shares | PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542165 | 2018-12-24 04:05:47.542165
PNC | Shares | PIONEER CREDIT LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542178 | 2018-12-24 04:05:47.542178
PIO | Shares | PIONEER RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542190 | 2018-12-24 04:05:47.542190
PVS | Shares | PIVOTAL SYSTEMS CORPORATION | Semiconductors & Semiconductor Equipment | AUD | None | None | 2018-12-24 04:05:47.542204 | 2018-12-24 04:05:47.542204
PPZ | Shares | PLACES FOR PEOPLE TREASURY PLC | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542216 | 2018-12-24 04:05:47.542216
PGS | Shares | PLANET GAS LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.542229 | 2018-12-24 04:05:47.542229
PGM | Shares | PLATINA RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542244 | 2018-12-24 04:05:47.542244
PAI | Shares | PLATINUM ASIA INVESTMENTS LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542257 | 2018-12-24 04:05:47.542257
PTM | Shares | PLATINUM ASSET MANAGEMENT LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542270 | 2018-12-24 04:05:47.542270
PMC | Shares | PLATINUM CAPITAL LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542283 | 2018-12-24 04:05:47.542283
PL8 | Shares | PLATO INCOME MAXIMISER LIMITED. | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542297 | 2018-12-24 04:05:47.542297
PLC | Shares | PLC FINANCIAL SOLUTIONS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542310 | 2018-12-24 04:05:47.542310
PKA | Shares | PLUKKA LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542323 | 2018-12-24 04:05:47.542323
PC1 | Shares | PLUS CONNECT LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.542335 | 2018-12-24 04:05:47.542335
PAF | Shares | PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542349 | 2018-12-24 04:05:47.542349
PGF | Shares | PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542362 | 2018-12-24 04:05:47.542362
PMP | Shares | PMP LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.542375 | 2018-12-24 04:05:47.542375
PNX | Shares | PNX METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542390 | 2018-12-24 04:05:47.542390
PVE | Shares | PO VALLEY ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.542403 | 2018-12-24 04:05:47.542403
POD | Shares | PODIUM MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542416 | 2018-12-24 04:05:47.542416
3DP | Shares | POINTERRA LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.542429 | 2018-12-24 04:05:47.542429
PXX | Shares | POLARX LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542442 | 2018-12-24 04:05:47.542442
PNV | Shares | POLYNOVO LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542455 | 2018-12-24 04:05:47.542455
POS | Shares | POSEIDON NICKEL LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542468 | 2018-12-24 04:05:47.542468
PVL | Shares | POWERHOUSE VENTURES LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.542481 | 2018-12-24 04:05:47.542481
PPK | Shares | PPK GROUP LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.542494 | 2018-12-24 04:05:47.542494
PPS | Shares | PRAEMIUM LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.542507 | 2018-12-24 04:05:47.542507
PDZ | Shares | PRAIRIE MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542522 | 2018-12-24 04:05:47.542522
PBT | Shares | PRANA BIOTECHNOLOGY LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542536 | 2018-12-24 04:05:47.542536
PDI | Shares | PREDICTIVE DISCOVERY LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542549 | 2018-12-24 04:05:47.542549
PMV | Shares | PREMIER INVESTMENTS LIMITED | Retailing | AUD | None | None | 2018-12-24 04:05:47.542561 | 2018-12-24 04:05:47.542561
PTX | Shares | PRESCIENT THERAPEUTICS LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542575 | 2018-12-24 04:05:47.542575
PFG | Shares | PRIME FINANCIAL GROUP LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.542592 | 2018-12-24 04:05:47.542592
PRT | Shares | PRIME MEDIA GROUP LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.542605 | 2018-12-24 04:05:47.542605
PGX | Shares | PRIMERO GROUP LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.542617 | 2018-12-24 04:05:47.542617
PME | Shares | PRO MEDICUS LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.542630 | 2018-12-24 04:05:47.542630
PPG | Shares | PRO-PAC PACKAGING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542642 | 2018-12-24 04:05:47.542642
PBP | Shares | PROBIOTEC LIMITED | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542656 | 2018-12-24 04:05:47.542656
PRX | Shares | PRODIGY GOLD NL | Materials | AUD | None | None | 2018-12-24 04:05:47.542668 | 2018-12-24 04:05:47.542668
POB | Shares | PROGRESS 2010-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542683 | 2018-12-24 04:05:47.542683
POT | Shares | PROGRESS 2017-2 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542696 | 2018-12-24 04:05:47.542696
POV | Shares | PROGRESS 2018-1 TRUST | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542708 | 2018-12-24 04:05:47.542708
PFP | Shares | PROPEL FUNERAL PARTNERS LIMITED | Consumer Services | AUD | None | None | 2018-12-24 04:05:47.542721 | 2018-12-24 04:05:47.542721
PCH | Shares | PROPERTY CONNECT HOLDINGS LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.542734 | 2018-12-24 04:05:47.542734
PLG | Shares | PROPERTYLINK GROUP | Real Estate | AUD | None | None | 2018-12-24 04:05:47.542747 | 2018-12-24 04:05:47.542747
PRO | Shares | PROPHECY INTERNATIONAL HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.542760 | 2018-12-24 04:05:47.542760
PSC | Shares | PROSPECT RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542773 | 2018-12-24 04:05:47.542773
POW | Shares | PROTEAN ENERGY LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.542785 | 2018-12-24 04:05:47.542785
PIQ | Shares | PROTEOMICS INTERNATIONAL LABORATORIES LTD | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.542799 | 2018-12-24 04:05:47.542799
PSZ | Shares | PS&C LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.542812 | 2018-12-24 04:05:47.542812
PSI | Shares | PSC INSURANCE GROUP LIMITED | Insurance | AUD | None | None | 2018-12-24 04:05:47.542824 | 2018-12-24 04:05:47.542824
PTB | Shares | PTB GROUP LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.542837 | 2018-12-24 04:05:47.542837
PUB | Shares | PUMA MASTERFUND P-16 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542849 | 2018-12-24 04:05:47.542849
PUJ | Shares | PUMA SERIES 2013-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542864 | 2018-12-24 04:05:47.542864
PUK | Shares | PUMA SERIES 2014-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542877 | 2018-12-24 04:05:47.542877
PUO | Shares | PUMA SERIES 2014-2 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542891 | 2018-12-24 04:05:47.542891
PUQ | Shares | PUMA SERIES 2014-4P | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542904 | 2018-12-24 04:05:47.542904
PUU | Shares | PUMA SERIES 2015-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542916 | 2018-12-24 04:05:47.542916
PUV | Shares | PUMA SERIES 2015-3 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542929 | 2018-12-24 04:05:47.542929
PUZ | Shares | PUMA SERIES 2017-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.542941 | 2018-12-24 04:05:47.542941
PVD | Shares | PURA VIDA ENERGY NL | Energy | AUD | None | None | 2018-12-24 04:05:47.542953 | 2018-12-24 04:05:47.542953
PUA | Shares | PURE ALUMINA LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542966 | 2018-12-24 04:05:47.542966
PM1 | Shares | PURE MINERALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.542978 | 2018-12-24 04:05:47.542978
PPL | Shares | PUREPROFILE LTD | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.542991 | 2018-12-24 04:05:47.542991
PO3 | Shares | PURIFLOH LIMITED | Utilities | AUD | None | None | 2018-12-24 04:05:47.543003 | 2018-12-24 04:05:47.543003
PUR | Shares | PURSUIT MINERALS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.543015 | 2018-12-24 04:05:47.543015
PPH | Shares | PUSHPAY HOLDINGS LIMITED | Software & Services | AUD | None | None | 2018-12-24 04:05:47.543028 | 2018-12-24 04:05:47.543028
PVW | Shares | PVW RESOURCES NL | Materials | AUD | None | None | 2018-12-24 04:05:47.543041 | 2018-12-24 04:05:47.543041
PWH | Shares | PWR HOLDINGS LIMITED | Automobiles & Components | AUD | None | None | 2018-12-24 04:05:47.543054 | 2018-12-24 04:05:47.543054
PLX | Shares | PYROLYX AG | Materials | AUD | None | None | 2018-12-24 04:05:47.543069 | 2018-12-24 04:05:47.543069
QTG | Shares | Q TECHNOLOGY GROUP LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.543082 | 2018-12-24 04:05:47.543082
QAN | Shares | QANTAS AIRWAYS LIMITED | Transportation | AUD | None | None | 2018-12-24 04:05:47.543095 | 2018-12-24 04:05:47.543095
QIP | Shares | QANTM INTELLECTUAL PROPERTY LIMITED | Commercial & Professional Services | AUD | None | None | 2018-12-24 04:05:47.543111 | 2018-12-24 04:05:47.543111
QBE | Shares | QBE INSURANCE GROUP LIMITED | Insurance | AUD | None | None | 2018-12-24 04:05:47.543123 | 2018-12-24 04:05:47.543123
QEM | Shares | QEM LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543135 | 2018-12-24 04:05:47.543135
QMS | Shares | QMS MEDIA LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.543148 | 2018-12-24 04:05:47.543148
QNB | Shares | QNB FINANCE LTD | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543160 | 2018-12-24 04:05:47.543160
QRI | Shares | QUALITAS REAL ESTATE INCOME FUND | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543173 | 2018-12-24 04:05:47.543173
QFY | Shares | QUANTIFY TECHNOLOGY HOLDINGS LIMITED | Technology Hardware & Equipment | AUD | None | None | 2018-12-24 04:05:47.543187 | 2018-12-24 04:05:47.543187
QGL | Shares | QUANTUM GRAPHITE LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543199 | 2018-12-24 04:05:47.543199
QTM | Shares | QUANTUM HEALTH GROUP LIMITED | Consumer Durables & Apparel | AUD | None | None | 2018-12-24 04:05:47.543212 | 2018-12-24 04:05:47.543212
QUB | Shares | QUBE HOLDINGS LIMITED | Transportation | AUD | None | None | 2018-12-24 04:05:47.543225 | 2018-12-24 04:05:47.543225
QBC | Shares | QUEBEC | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543237 | 2018-12-24 04:05:47.543237
QBL | Shares | QUEENSLAND BAUXITE LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543250 | 2018-12-24 04:05:47.543250
XQL | Shares | QUEENSLAND TREASURY CORPORATION | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543262 | 2018-12-24 04:05:47.543262
QST | Shares | QUEST INVESTMENTS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.543275 | 2018-12-24 04:05:47.543275
QUE | Shares | QUESTE COMMUNICATIONS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.543288 | 2018-12-24 04:05:47.543288
QSS | Shares | QUESTUS LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.543301 | 2018-12-24 04:05:47.543301
QHL | Shares | QUICKSTEP HOLDINGS LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.543313 | 2018-12-24 04:05:47.543313
QIN | Shares | QUINTIS LTD | Materials | AUD | None | None | 2018-12-24 04:05:47.543326 | 2018-12-24 04:05:47.543326
QVE | Shares | QV EQUITIES LIMITED | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543338 | 2018-12-24 04:05:47.543338
R3D | Shares | R3D GLOBAL LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.543351 | 2018-12-24 04:05:47.543351
RAC | Shares | RACE ONCOLOGY LTD | Pharmaceuticals, Biotechnology & Life Sciences | AUD | None | None | 2018-12-24 04:05:47.543364 | 2018-12-24 04:05:47.543364
RFR | Shares | RAFAELLA RESOURCES LTD. | Materials | AUD | None | None | 2018-12-24 04:05:47.543377 | 2018-12-24 04:05:47.543377
RAF | Shares | RAFFLES CAPITAL LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.543389 | 2018-12-24 04:05:47.543389
RAG | Shares | RAGNAR METALS LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543402 | 2018-12-24 04:05:47.543402
RDN | Shares | RAIDEN RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543414 | 2018-12-24 04:05:47.543414
RZI | Shares | RAIZ INVEST LIMITED | Diversified Financials | AUD | None | None | 2018-12-24 04:05:47.543429 | 2018-12-24 04:05:47.543429
RMS | Shares | RAMELIUS RESOURCES LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543442 | 2018-12-24 04:05:47.543442
RMM | Shares | RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1 | Not Applic | AUD | None | None | 2018-12-24 04:05:47.543455 | 2018-12-24 04:05:47.543455
RHC | Shares | RAMSAY HEALTH CARE LIMITED | Health Care Equipment & Services | AUD | None | None | 2018-12-24 04:05:47.543468 | 2018-12-24 04:05:47.543468
RND | Shares | RAND MINING LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543481 | 2018-12-24 04:05:47.543481
RAN | Shares | RANGE INTERNATIONAL LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543493 | 2018-12-24 04:05:47.543493
RRS | Shares | RANGE RESOURCES LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.543506 | 2018-12-24 04:05:47.543506
RPG | Shares | RAPTIS GROUP LIMITED | Real Estate | AUD | None | None | 2018-12-24 04:05:47.543518 | 2018-12-24 04:05:47.543518
RPL | Shares | RAPTOR RESOURCES LIMITED | Class Pend | AUD | None | None | 2018-12-24 04:05:47.543533 | 2018-12-24 04:05:47.543533
REL | Shares | RAVEN ENERGY LIMITED | Energy | AUD | None | None | 2018-12-24 04:05:47.543545 | 2018-12-24 04:05:47.543545
RAW | Shares | RAWSON OIL AND GAS LTD | Energy | AUD | None | None | 2018-12-24 04:05:47.543558 | 2018-12-24 04:05:47.543558
RBR | Shares | RBR GROUP LIMITED | Materials | AUD | None | None | 2018-12-24 04:05:47.543570 | 2018-12-24 04:05:47.543570
RCR | Shares | RCR TOMLINSON LIMITED | Capital Goods | AUD | None | None | 2018-12-24 04:05:47.543583 | 2018-12-24 04:05:47.543583
REA | Shares | REA GROUP LTD | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.543595 | 2018-12-24 04:05:47.543595
RCL | Shares | READCLOUD LIMITED | Media & Entertainment | AUD | None | None | 2018-12-24 04:05:47.543608 | 2018-12-24 04:05:47.543608
